,PB110_D1,PB122_E_S47_L005_R1_001,PB149_E,PB205_D1_GTGGCC_L004_R1,PB214_B6_CAACTA_L001_R1,PNIBD01_D_S22_L002_R1_001,PNIBD47_G,PNIBD51_D
hsa-mir-320d-1_-_1,0,0,0,0,0,0,0,0
hsa-mir-320d-1_+_1,0,0,0,0,0,16.61161476,0,0
hsa-mir-320d-2,0,0,0,39.98741314,55.49425608,114.7711565,99.31431316,131.5122759
hsa-mir-320d-2_+_1,0,0,0,0,0,16.61161476,0,0
hsa-mir-320e,0,0,0,0,0,0,0,0
hsa-mir-320e_-_1,0,0,0,0,24.66411381,0,0,15.94088193
hsa-mir-320e_-_2,0,0,0,0,0,0,0,0
hsa-mir-323a-3p,0,0,0,43.063368,23.7832526,0,0,29.2249502
hsa-mir-323a-3p_-_1,0,0,0,36.91145828,52.85167245,0,0,0
hsa-mir-323a-5p,0,0,0,0,0,0,0,22.58291607
hsa-mir-323b-3p,0,0,0,0,18.49808536,30.20293592,0,14.6124751
hsa-mir-323b-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-324-3p,115.1886647,56.15131131,35.40138832,126.1141491,49.32822762,48.32469748,0,51.80786627
hsa-mir-324-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-324-3p_-_2,69.11319883,66.06036625,178.4819994,107.65842,25.54497502,55.87543146,252.4238793,54.46467992
hsa-mir-324-3p_-_6,0,0,0,0,0,0,0,0
hsa-mir-324-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-324-5p,147.4414908,115.6056409,16.22563631,73.82291657,58.1368397,0,0,35.86698434
hsa-mir-324-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-326,115.1886647,102.3935677,72.27783449,252.2282983,93.371288,114.7711565,0,108.9293598
hsa-mir-326_-_8,0,0,0,0,0,16.61161476,0,0
hsa-mir-326_+_1,0,0,0,0,0,0,0,0
hsa-mir-326_+_2,0,0,0,0,0,0,0,0
hsa-mir-328,129.0113045,227.9082636,380.5649244,525.9882805,419.2899348,394.1483138,1638.686167,890.0325743
hsa-mir-328_-_1,0,0,0,0,0,0,0,0
hsa-mir-328_+_1,0,0,0,0,11.4511957,0,66.20954211,22.58291607
hsa-mir-328_+_3,0,0,0,0,0,0,0,0
hsa-mir-329-1,0,0,0,0,0,0,0,0
hsa-mir-329-1_+_1,0,0,0,0,0,0,0,0
hsa-mir-329-2,0,0,0,0,0,0,0,0
hsa-mir-329-2_+_1,0,0,0,0,0,0,0,0
hsa-mir-330-3p,0,0,23.60092555,33.83550343,14.09377932,33.22322952,0,31.88176386
hsa-mir-330-3p_+_1,0,0,0,46.13932285,21.14066898,30.20293592,128.2809878,95.64529157
hsa-mir-330-3p_+_2,0,0,23.60092555,0,14.09377932,0,49.65715658,26.56813655
hsa-mir-330-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-330-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-330-5p,248.8075158,208.0901537,146.0307268,372.1905377,219.3344407,61.91601864,318.6334214,82.3612233
hsa-mir-331-3p,138.2263977,148.6358241,181.4321151,255.3042531,278.3521416,181.2176155,256.5619757,0
hsa-mir-331-3p_+_1,0,39.63621975,25.07598339,49.21527771,30.83014226,0,0,0
hsa-mir-331-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-331-5p,0,0,35.40138832,0,33.47272589,0,0,0
hsa-mir-331-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-331-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-331-5p_-_5,0,0,0,0,0,0,0,0
hsa-mir-331-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-335-3p,626.626336,158.544879,846.683204,199.9370657,668.5736565,1923.927018,815.2049872,706.7124322
hsa-mir-335-3p_-_1,78.328292,56.15131131,82.60323941,46.13932285,89.84784317,129.8726245,173.800048,31.88176386
hsa-mir-335-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-335-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-335-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-335-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-335-5p,410.0716464,267.5444833,402.6907921,341.4309891,1403.211904,498.3484427,463.4667947,294.9063157
hsa-mir-335-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-335-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-337-3p,59.89810565,0,0,0,20.25980777,30.20293592,0,0
hsa-mir-337-3p_+_1,0,0,0,0,24.66411381,0,0,0
hsa-mir-337-5p,0,0,0,0,0,0,0,0
hsa-mir-338-3p,1244.037579,1175.874519,1610.763169,1122.723523,6513.96863,850.2126462,4539.491731,1344.347709
hsa-mir-338-3p_-_1,0,0,0,0,14.09377932,0,0,0
hsa-mir-338-3p_+_1,0,0,0,0,14.09377932,0,0,0
hsa-mir-338-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-338-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-338-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-338-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-338-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-338-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-338-5p,0,108.9996043,116.5295699,0,539.9679202,87.58851418,947.6240714,77.04759599
hsa-mir-338-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-338-5p_-_2,0,0,0,0,14.97464053,0,0,0
hsa-mir-338-5p_-_3,0,0,0,0,21.14066898,0,57.93334934,31.88176386
hsa-mir-338-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-338-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-338-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-339-3p,1105.811181,743.1791203,349.5887097,1227.305988,736.3999695,524.0209383,720.0287704,929.8847792
hsa-mir-339-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-339-3p_+_1,0,0,0,0,19.37894657,21.14205515,0,0
hsa-mir-339-3p_+_2,0,46.24225637,0,55.36718742,16.73636294,0,0,37.19539117
hsa-mir-339-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-339-5p,142.8339442,82.57545781,57.52725602,135.3420137,66.94545177,138.9335052,82.76192763,61.10671406
hsa-mir-33a-3p,0,0,0,0,14.09377932,0,49.65715658,0
hsa-mir-33a-5p,271.8452487,155.2418607,153.4060161,618.2669262,365.5574011,54.36528466,438.6382165,108.9293598
hsa-mir-33a-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-33a-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-33a-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-33a-5p_+_4,0,0,0,0,10.57033449,0,0,0
hsa-mir-33a-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-33b-3p,0,39.63621975,0,0,0,0,0,0
hsa-mir-33b-5p,502.2225781,208.0901537,119.4796856,492.1527771,211.4066898,42.28411029,297.9429395,112.9145803
hsa-mir-33b-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-33b-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-340-3p,133.6188511,112.3026226,100.3039336,73.82291657,109.2267897,140.443652,78.62383125,111.5861735
hsa-mir-340-3p_-_1,0,0,0,0,0,0,0,23.91132289
hsa-mir-340-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-340-5p,2713.844941,3289.806239,2638.878488,2903.701385,2797.615195,2059.84023,1158.666987,1499.771308
hsa-mir-340-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-340-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-340-5p_+_2,0,0,0,0,0,0,0,18.59769558
hsa-mir-340-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-342-3p,4008.565532,6962.762603,3935.454335,8169.7361,3234.522354,2114.205515,7394.778234,7510.812202
hsa-mir-342-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-342-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-342-3p_+_1,0,0,0,0,12.33205691,0,0,14.6124751
hsa-mir-342-3p_+_2,147.4414908,125.5146959,70.80277664,163.0256074,65.18372936,138.9335052,190.3524336,162.0656329
hsa-mir-342-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-342-3p_+_4,0,0,0,0,0,0,0,15.94088193
hsa-mir-342-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-342-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-342-3p_+_7,0,0,0,0,0,0,0,14.6124751
hsa-mir-342-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-342-5p,663.4867087,465.7255821,975.0132366,1753.294268,336.4889813,221.991579,823.4811799,2697.994266
hsa-mir-342-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-342-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-342-5p_+_1,340.9584475,171.7569522,467.5933374,615.1909714,104.8224837,154.0349732,388.9810599,932.5415928
hsa-mir-342-5p_+_2,0,0,0,0,0,16.61161476,0,0
hsa-mir-342-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-342-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-342-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-342-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-345-3p,0,0,0,0,0,0,0,0
hsa-mir-345-5p,2271.520468,1658.115193,2587.251463,2614.561628,1011.228666,1322.888593,1431.781348,941.8404406
hsa-mir-345-5p_-_1,0,0,0,0,0,0,0,18.59769558
hsa-mir-345-5p_+_1,0,0,0,0,0,0,53.79525296,0
hsa-mir-345-5p_+_2,0,36.33320144,0,0,0,0,0,15.94088193
hsa-mir-346,0,0,0,0,0,0,0,0
hsa-mir-346_-_2,0,0,0,0,0,0,0,0
hsa-mir-34a-3p,0,0,0,0,0,0,0,0
hsa-mir-34a-5p,479.1848452,924.8451275,559.0469239,802.8242177,233.42822,176.6871751,227.595301,131.5122759
hsa-mir-34a-5p_-_1,0,0,0,61.51909714,0,0,0,0
hsa-mir-34a-5p_-_2,0,0,23.60092555,0,0,0,0,0
hsa-mir-34a-5p_+_1,0,0,0,36.91145828,14.97464053,0,0,0
hsa-mir-34a-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_6,0,0,0,0,0,0,45.5190602,0
hsa-mir-34a-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-34b-3p,0,0,0,0,0,0,0,0
hsa-mir-34b-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-34b-5p,0,0,0,0,0,0,0,0
hsa-mir-34b-5p_+_1,0,0,0,0,29.06841985,0,0,0
hsa-mir-34c-3p,0,0,0,0,0,0,0,0
hsa-mir-34c-5p,147.4414908,115.6056409,115.054512,104.5824651,219.3344407,48.32469748,111.7286023,139.4827169
hsa-mir-34c-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-34c-5p_-_2,0,0,33.92633047,0,0,0,0,0
hsa-mir-34c-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-34c-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-3545-3p,0,0,35.40138832,0,0,0,0,0
hsa-mir-3545-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3545-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-3605-3p,0,0,197.6577515,83.05078114,102.1799001,187.2582027,0,269.666586
hsa-mir-3605-3p_+_1,0,0,41.30161971,0,21.14066898,0,0,89.00325743
hsa-mir-3605-3p_+_2,0,42.93923806,45.72679325,0,16.73636294,33.22322952,0,27.89654337
hsa-mir-3605-5p,0,0,16.22563631,39.98741314,0,48.32469748,0,67.7487482
hsa-mir-3605-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3605-5p_-_2,0,0,14.75057847,55.36718742,16.73636294,78.5276334,0,47.82264579
hsa-mir-3605-5p_-_3,0,0,0,0,0,0,0,0
hsa-mir-3605-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3606_-_6,0,0,0,0,0,0,0,0
hsa-mir-3606_-_7,0,0,0,0,0,16.61161476,0,0
hsa-mir-3607-3p,0,0,25.07598339,36.91145828,19.37894657,0,0,0
hsa-mir-3607-3p_-_1,0,59.45432962,0,0,21.14066898,0,0,21.25450924
hsa-mir-3607-3p_-_2,0,0,54.57714033,141.4939234,22.02153019,95.13924816,0,15.94088193
hsa-mir-3607-3p_-_3,0,0,25.07598339,0,12.33205691,21.14205515,0,0
hsa-mir-3607-3p_-_4,0,0,129.8050905,33.83550343,0,0,0,0
hsa-mir-3607-3p_-_5,0,82.57545781,30.97621478,0,24.66411381,21.14205515,0,0
hsa-mir-3607-3p_-_6,101.3660249,0,0,0,13.21291811,24.16234874,0,0
hsa-mir-3607-3p_-_7,0,69.36338456,22.1258677,0,16.73636294,0,0,0
hsa-mir-3607-3p_-_8,0,0,29.50115693,0,0,0,0,0
hsa-mir-3607-3p_+_1,0,0,0,46.13932285,36.11530951,0,49.65715658,18.59769558
hsa-mir-3607-3p_+_2,0,92.48451275,94.40370219,83.05078114,46.685644,46.81455068,0,26.56813655
hsa-mir-3607-3p_+_3,55.29055906,0,67.85266095,52.29123257,39.63875434,0,0,18.59769558
hsa-mir-3607-3p_+_4,0,0,0,70.74696171,12.33205691,33.22322952,0,0
hsa-mir-3607-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-3607-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-3607-5p,0,0,0,0,0,0,0,0
hsa-mir-3607-5p_-_1,0,46.24225637,0,0,17.61722415,19.63190835,0,0
hsa-mir-3607-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-3607-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-3609,216.5546897,518.573875,134.230264,0,114.511957,108.7305693,57.93334934,46.49423896
hsa-mir-3609_-_1,69.11319883,224.6052452,0,0,31.71100347,43.79425709,0,41.18061165
hsa-mir-3609_+_1,0,0,0,0,0,0,0,0
hsa-mir-3609_+_2,0,0,0,0,0,0,0,0
hsa-mir-361-3p,3211.459972,2437.627515,2296.665067,5991.960061,1409.377932,1238.320373,1870.419565,3554.81667
hsa-mir-361-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-361-3p_-_2,0,46.24225637,0,83.05078114,11.4511957,0,0,34.53857751
hsa-mir-361-3p_+_1,110.5811181,89.18149444,171.1067102,184.5572914,146.2229605,246.1539278,111.7286023,94.31688474
hsa-mir-361-3p_+_2,0,0,36.87644617,0,0,0,0,0
hsa-mir-361-3p_+_3,0,0,0,0,0,0,0,37.19539117
hsa-mir-361-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-361-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-361-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-361-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-361-5p,889.2564916,819.1485415,916.0109228,525.9882805,1418.186544,842.6619123,798.6526017,811.6565715
hsa-mir-361-5p_-_1,0,69.36338456,78.17806587,0,0,27.18264233,0,0
hsa-mir-361-5p_+_1,0,0,0,36.91145828,9.689473283,0,0,0
hsa-mir-361-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-3610_+_2,0,0,0,0,0,0,0,0
hsa-mir-3611,0,0,0,0,0,0,0,0
hsa-mir-3613-3p,0,0,0,64.595052,14.97464053,0,0,0
hsa-mir-3613-5p,73.72074541,108.9996043,0,0,49.32822762,36.24352311,62.07144572,23.91132289
hsa-mir-3613-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3613-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-3614-3p,0,0,0,0,0,0,0,0
hsa-mir-3614-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3614-5p,0,89.18149444,115.054512,61.51909714,0,70.97689942,140.695277,54.46467992
hsa-mir-3614-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3614-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3615,488.3999384,554.9070765,665.2510888,1208.850259,191.146882,271.8264233,1915.938625,755.8634848
hsa-mir-3615_-_1,0,0,0,0,0,0,0,0
hsa-mir-3615_-_5,0,0,0,0,0,0,0,0
hsa-mir-3615_+_1,0,0,0,0,0,0,0,0
hsa-mir-3615_+_2,0,0,0,0,0,0,0,0
hsa-mir-3615_+_4,0,0,0,0,0,0,0,0
hsa-mir-3617,0,0,0,0,0,0,0,0
hsa-mir-3619-3p,0,0,0,0,0,0,0,0
hsa-mir-362-3p,64.50565224,92.48451275,85.55335511,86.12673599,31.71100347,0,0,0
hsa-mir-362-5p,0,0,20.65080985,0,34.3535871,0,86.90002401,63.76352771
hsa-mir-3620,0,0,0,0,0,0,0,0
hsa-mir-3620_+_1,0,0,0,0,0,0,0,0
hsa-mir-3622a-3p,0,0,0,0,0,0,0,0
hsa-mir-3622a-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3622a-5p,0,0,0,0,0,0,0,0
hsa-mir-3622b-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-363-3p,1101.203635,1142.844336,588.5480808,1565.661022,3199.287906,105.7102757,2073.186287,1708.33118
hsa-mir-363-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-363-3p_+_1,96.75847836,0,20.65080985,73.82291657,259.8540562,22.65220194,302.0810359,112.9145803
hsa-mir-363-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-363-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-363-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-363-5p,0,0,0,0,0,0,0,0
hsa-mir-3646_-_5,0,0,0,0,0,0,0,0
hsa-mir-3648,0,0,0,0,0,0,0,0
hsa-mir-3648_-_2,0,0,0,0,0,0,0,0
hsa-mir-3648_+_1,0,0,0,0,0,0,0,0
hsa-mir-3648_+_2,0,0,0,0,0,0,0,0
hsa-mir-3648_+_3,0,0,0,0,0,0,0,0
hsa-mir-3648_+_4,0,0,0,0,0,0,0,0
hsa-mir-3648_+_5,0,0,0,0,0,0,0,0
hsa-mir-3648_+_6,0,0,0,0,0,0,0,0
hsa-mir-3648_+_7,0,0,0,0,0,0,0,0
hsa-mir-3648_+_8,0,0,0,0,0,0,0,0
hsa-mir-3651,0,59.45432962,0,0,0,0,0,0
hsa-mir-3651_-_1,0,0,0,0,0,0,0,0
hsa-mir-3651_-_2,0,0,0,0,0,0,0,0
hsa-mir-3651_-_3,0,0,0,0,0,0,0,0
hsa-mir-3651_-_4,0,0,0,0,0,25.67249553,0,0
hsa-mir-3651_-_5,0,0,0,0,0,0,0,0
hsa-mir-3651_-_6,0,0,0,0,0,0,0,0
hsa-mir-3651_-_7,0,0,0,0,0,0,0,0
hsa-mir-3651_+_1,0,52.848293,147.5057847,76.89887142,0,24.16234874,0,0
hsa-mir-3651_+_2,50.68301247,0,44.2517354,0,0,0,0,0
hsa-mir-3651_+_3,0,0,56.05219817,0,0,77.0174866,0,21.25450924
hsa-mir-3651_+_4,0,0,44.2517354,64.595052,11.4511957,21.14205515,0,25.23972972
hsa-mir-3651_+_5,0,0,0,0,0,0,0,0
hsa-mir-3651_+_6,0,0,0,0,0,0,0,0
hsa-mir-3651_+_7,0,0,0,0,0,0,0,0
hsa-mir-3651_+_8,0,0,0,0,0,0,0,0
hsa-mir-3652,0,0,0,0,0,0,0,0
hsa-mir-3652_-_6,0,0,0,0,0,25.67249553,0,0
hsa-mir-3652_+_2,0,0,0,0,0,0,0,0
hsa-mir-3653,0,0,28.02609909,0,0,0,0,0
hsa-mir-3653_-_1,0,0,0,0,0,0,0,0
hsa-mir-3653_-_2,0,0,30.97621478,36.91145828,10.57033449,0,0,19.92610241
hsa-mir-3653_-_3,0,0,0,98.43055542,14.09377932,0,0,0
hsa-mir-3653_-_4,0,36.33320144,0,64.595052,9.689473283,0,82.76192763,0
hsa-mir-3653_-_5,0,0,0,49.21527771,12.33205691,0,111.7286023,57.12149358
hsa-mir-3653_-_6,0,0,0,0,14.09377932,0,0,0
hsa-mir-3653_-_7,0,0,20.65080985,39.98741314,0,27.18264233,78.62383125,0
hsa-mir-3653_-_8,0,0,0,0,0,0,0,0
hsa-mir-3653_+_1,0,0,0,0,0,0,0,0
hsa-mir-3653_+_2,0,0,0,0,0,0,0,38.52379799
hsa-mir-3653_+_3,0,0,0,30.75954857,0,0,223.4572046,0
hsa-mir-3653_+_4,0,0,0,0,0,0,57.93334934,0
hsa-mir-3653_+_5,0,0,0,0,0,19.63190835,0,0
hsa-mir-3656,0,0,0,0,0,0,0,0
hsa-mir-3656_-_1,0,0,0,0,0,0,0,0
hsa-mir-3656_+_5,0,0,0,0,0,0,0,0
hsa-mir-3659,0,0,0,0,0,0,0,0
hsa-mir-365a-3p,92.15093177,62.75734794,38.35150401,0,236.9516648,80.0377802,99.31431316,50.47945944
hsa-mir-365a-5p,0,0,0,0,0,0,0,0
hsa-mir-365b-3p,92.15093177,62.75734794,38.35150401,0,236.9516648,80.0377802,99.31431316,50.47945944
hsa-mir-365b-5p,0,0,0,0,12.33205691,0,0,0
hsa-mir-365b-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3661,0,0,0,0,0,0,0,21.25450924
hsa-mir-3662,0,0,0,0,0,0,0,0
hsa-mir-3664-3p,0,0,0,0,0,0,0,0
hsa-mir-3664-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3664-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-3664-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-3664-5p,0,0,0,0,0,0,0,0
hsa-mir-3675-5p,0,0,0,0,0,0,0,0
hsa-mir-3675-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3676-5p,0,0,0,0,0,0,0,0
hsa-mir-3676-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3676-5p_-_8,0,0,0,0,0,0,0,0
hsa-mir-3676-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3676-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-3676-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-3678-5p,0,0,0,0,0,0,0,0
hsa-mir-3678-5p_-_4,0,0,0,0,0,0,0,0
hsa-mir-3678-5p_-_5,0,0,0,0,0,0,0,0
hsa-mir-3679-3p,0,0,0,0,0,0,0,0
hsa-mir-3679-5p,0,0,0,0,0,15.10146796,0,0
hsa-mir-3681-5p,0,0,0,0,0,0,0,0
hsa-mir-3681-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3684_-_2,0,0,0,0,0,0,0,0
hsa-mir-3687,0,0,0,0,0,0,0,0
hsa-mir-3687_-_1,0,0,0,0,0,0,0,18.59769558
hsa-mir-3687_-_2,0,0,0,0,0,0,0,0
hsa-mir-3687_-_3,0,0,0,0,0,0,0,0
hsa-mir-3687_-_4,0,0,0,0,0,0,0,0
hsa-mir-3687_-_5,0,0,0,0,0,0,0,0
hsa-mir-3687_-_6,0,0,0,0,0,0,0,0
hsa-mir-3687_-_7,0,0,0,0,0,0,0,0
hsa-mir-3687_-_8,0,0,0,0,0,0,0,0
hsa-mir-3687_+_1,0,0,0,0,0,0,0,0
hsa-mir-3687_+_2,0,0,0,0,0,0,0,0
hsa-mir-3687_+_3,0,0,0,0,0,0,0,17.26928876
hsa-mir-3687_+_4,0,0,0,0,0,0,0,0
hsa-mir-3687_+_5,0,0,0,0,0,0,0,0
hsa-mir-3687_+_6,0,0,0,0,0,0,0,0
hsa-mir-3687_+_7,0,0,0,0,0,0,0,0
hsa-mir-3687_+_8,0,0,0,0,0,0,0,0
hsa-mir-3688-1-3p,0,0,0,0,0,0,0,0
hsa-mir-3688-2-3p,0,0,0,0,0,0,0,0
hsa-mir-369-3p,124.4037579,95.78753106,0,113.8103297,71.34975781,83.05807379,0,21.25450924
hsa-mir-369-3p_-_1,0,0,32.45127263,0,0,0,0,0
hsa-mir-369-5p,96.75847836,204.7871354,56.05219817,70.74696171,147.1038217,412.2700753,0,167.3792602
hsa-mir-369-5p_-_2,0,0,28.02609909,0,0,0,0,0
hsa-mir-3690,0,0,0,0,0,0,0,0
hsa-mir-3691-3p,0,0,0,0,0,0,0,0
hsa-mir-3691-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-3691-5p,0,0,0,0,0,0,0,0
hsa-mir-3691-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-3691-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-3691-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-370,0,66.06036625,103.2540493,0,35.2344483,102.6899821,86.90002401,45.16583213
hsa-mir-370_-_1,0,0,0,0,0,30.20293592,0,0
hsa-mir-370_+_1,0,0,0,0,0,0,0,0
hsa-mir-370_+_2,0,0,0,0,0,0,0,0
hsa-mir-370_+_4,0,0,0,0,0,0,0,0
hsa-mir-371a-5p,0,0,0,0,0,0,0,0
hsa-mir-371b-5p,0,0,0,0,0,0,0,0
hsa-mir-371b-5p_-_1,0,36.33320144,0,0,0,0,0,0
hsa-mir-371b-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-372,0,0,0,0,0,0,0,0
hsa-mir-373-3p,0,0,0,0,0,0,0,0
hsa-mir-374a-3p,778.6753734,1096.60208,916.0109228,587.5073777,1545.030558,732.4211961,1344.881324,955.1245089
hsa-mir-374a-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-374a-3p_-_8,0,0,0,0,0,0,0,0
hsa-mir-374a-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-374a-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-374a-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-374a-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-374a-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-374a-5p,889.2564916,726.6640287,407.1159657,627.4947908,1005.062638,232.5626066,504.8477586,382.5811663
hsa-mir-374a-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-374a-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-374a-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-374a-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-374b-3p,0,0,51.62702463,0,72.23061902,36.24352311,111.7286023,66.42034137
hsa-mir-374b-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-374b-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-374b-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-374b-5p,552.9055906,478.9376553,452.8427589,313.7473954,1022.679862,477.2063876,724.1668668,292.249502
hsa-mir-374b-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-374b-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-375,99389.38746,37221.71336,165564.9179,63992.16484,207.0023838,204757.7838,166297.6793,55053.16415
hsa-mir-375_-_1,1326.973417,703.5429005,2776.058867,1150.407116,0,3305.711337,2478.719733,762.5055189
hsa-mir-375_-_2,0,0,0,0,0,0,0,0
hsa-mir-375_+_1,1990.460126,558.2100948,1966.25211,904.3307279,0,2866.258619,2213.881564,645.6057181
hsa-mir-375_+_2,211.9471431,82.57545781,520.6954199,49.21527771,0,409.2497818,376.5667707,221.8439402
hsa-mir-375_+_3,244.1999692,85.87847612,207.9831564,0,0,363.9453779,533.8144332,77.04759599
hsa-mir-375_+_4,59.89810565,0,0,0,0,0,0,0
hsa-mir-375_+_5,0,0,0,0,0,0,0,0
hsa-mir-375_+_6,0,0,0,0,0,0,0,0
hsa-mir-375_+_7,0,0,0,0,0,36.24352311,0,0
