,PB119_E1_ACAGTG_L004_R1,PB217_G1_CAACTA_L002_R1,PB220_G1_CTTGTA_L005_R1,PNIBD01_E,PNIBD46_A_S22_L006_R1_001,PNIBD51_E,PNIBD52_E_S58_L007_R1_001
hsa-mir-3130-1-5p,0,0,0,0,0,0,0
hsa-mir-3130-2-3p,0,0,0,0,0,0,0
hsa-mir-3130-2-5p,0,0,0,0,0,0,0
hsa-mir-3131,0,0,0,0,0,0,0
hsa-mir-3136-5p,0,0,0,0,0,0,0
hsa-mir-3138,0,0,0,0,0,0,0
hsa-mir-3138_+_5,0,0,0,0,0,0,0
hsa-mir-3139,0,0,0,0,0,0,0
hsa-mir-3143,0,0,0,0,0,0,0
hsa-mir-3143_-_1,0,0,0,0,0,0,0
hsa-mir-3145-3p,0,0,0,0,0,0,0
hsa-mir-3145-3p_+_2,0,0,0,0,0,0,0
hsa-mir-3145-5p,0,0,0,0,0,0,0
hsa-mir-3150a-3p_+_8,0,0,0,0,0,0,0
hsa-mir-3150a-5p,0,0,0,0,0,0,0
hsa-mir-3150a-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3150b-3p,0,0,0,19.95678661,0,0,50.50244254
hsa-mir-3150b-3p_-_1,0,0,0,0,0,0,0
hsa-mir-3150b-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3150b-3p_+_2,0,0,0,0,0,0,0
hsa-mir-3152-3p_+_2,0,0,0,0,0,0,0
hsa-mir-3152-5p,0,0,17.17304363,0,0,0,0
hsa-mir-3152-5p_-_1,0,0,0,0,0,0,0
hsa-mir-3152-5p_-_2,0,0,0,0,0,0,0
hsa-mir-3152-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3155a,0,0,0,0,0,0,0
hsa-mir-3157-3p,0,0,6.513913101,13.30452441,0,0,0
hsa-mir-3157-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3157-5p,0,0,0,0,0,0,0
hsa-mir-3158-1-3p,20.96849579,0,16.58086971,17.10581709,0,45.37979244,62.15685236
hsa-mir-3158-1-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3158-2-3p,20.96849579,0,16.58086971,17.10581709,0,45.37979244,62.15685236
hsa-mir-3158-2-3p_-_4,0,0,0,0,0,0,0
hsa-mir-3158-2-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3159,0,0,0,0,0,0,0
hsa-mir-3160-1-3p,0,0,0,0,0,0,0
hsa-mir-3160-2-3p,0,0,0,0,0,0,0
hsa-mir-3161,0,0,0,0,0,0,0
hsa-mir-3163,0,0,0,0,0,0,0
hsa-mir-3168,0,0,0,0,0,0,0
hsa-mir-3168_+_1,0,0,0,0,0,0,0
hsa-mir-3168_+_2,0,0,0,0,0,0,0
hsa-mir-3168_+_3,0,0,0,0,0,0,0
hsa-mir-3170,0,0,0,0,0,0,0
hsa-mir-3170_-_1,0,0,0,0,0,0,0
hsa-mir-3173-5p,0,0,0,59.87035983,0,146.4891545,42.732836
hsa-mir-3173-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3173-5p_+_2,0,0,7.106087019,10.45355489,0,21.49569116,0
hsa-mir-3173-5p_+_3,0,0,0,0,0,0,0
hsa-mir-3173-5p_+_4,0,0,0,0,0,0,0
hsa-mir-3174,0,0,7.698260937,0,0,0,0
hsa-mir-3175_+_1,0,0,0,0,0,0,0
hsa-mir-3176,44.93249099,48.58294585,22.50260889,0,0,0,217.5489833
hsa-mir-3176_-_1,0,0,0,0,0,0,0
hsa-mir-3177-3p,0,0,6.513913101,0,0,0,0
hsa-mir-3177-3p_+_3,0,0,0,0,0,0,0
hsa-mir-3182,323.5139351,1080.036258,31.38521767,19.00646344,173.4433106,0,120.4289014
hsa-mir-3183,0,0,0,0,0,0,0
hsa-mir-3183_+_3,0,0,0,0,0,0,0
hsa-mir-3187-3p,0,0,0,0,0,0,0
hsa-mir-3188_-_5,0,0,0,0,0,0,0
hsa-mir-3188_-_6,0,0,0,0,0,0,0
hsa-mir-3188_+_2,0,0,0,0,0,0,0
hsa-mir-3193_-_1,0,0,0,0,0,0,0
hsa-mir-3194-3p,0,0,0,0,0,0,0
hsa-mir-3194-5p,0,0,0,0,0,0,0
hsa-mir-3195,0,0,0,0,0,0,0
hsa-mir-3195_-_4,0,0,0,0,0,0,0
hsa-mir-3196,0,0,0,0,0,0,0
hsa-mir-3196_-_1,0,0,0,0,0,0,0
hsa-mir-3196_-_2,0,0,0,0,0,0,0
hsa-mir-3196_-_3,0,0,0,0,0,0,0
hsa-mir-3196_-_4,0,0,0,0,0,0,0
hsa-mir-3196_+_1,0,0,0,0,0,0,0
hsa-mir-3196_+_2,0,0,0,0,0,0,0
hsa-mir-32-3p,16.47524669,0,11.25130445,28.50969516,35.33104475,0,0
hsa-mir-32-3p_-_1,0,0,0,21.85743295,0,0,0
hsa-mir-32-3p_-_2,0,0,0,0,0,0,0
hsa-mir-32-3p_-_3,0,0,0,0,0,0,0
hsa-mir-32-3p_+_1,0,0,0,0,0,0,0
hsa-mir-32-5p,585.6201325,489.5666081,416.8904385,357.3215126,504.2703659,250.7830635,159.2769342
hsa-mir-32-5p_-_1,0,0,0,0,0,0,0
hsa-mir-32-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3200-3p,0,0,11.25130445,0,0,0,0
hsa-mir-3200-5p,0,0,0,10.45355489,0,0,0
hsa-mir-3200-5p_-_1,0,0,0,0,0,0,0
hsa-mir-3202-1_+_2,0,0,0,0,0,0,0
hsa-mir-3202-1_+_3,0,0,0,0,0,0,0
hsa-mir-3202-1_+_4,0,0,0,0,0,0,0
hsa-mir-3202-2_+_3,0,0,0,0,0,0,0
hsa-mir-320a,5086.35798,5355.335492,5594.85918,4471.270524,5492.371502,5171.704065,83818.5154
hsa-mir-320a_-_1,92.86048137,63.53154457,92.37913125,105.4858721,147.7480053,70.85616714,1301.409096
hsa-mir-320a_-_6,0,0,0,0,0,0,0
hsa-mir-320a_+_1,365.4509267,411.0864648,399.1252209,148.2504148,398.2772317,496.7893067,5007.511418
hsa-mir-320a_+_2,59.90998798,52.32009553,55.66434832,16.15549392,83.50974213,52.54502282,644.8773432
hsa-mir-320a_+_3,0,0,0,0,0,0,0
hsa-mir-320a_+_4,0,0,0,0,0,0,0
hsa-mir-320a_+_5,0,0,12.43565228,0,0,0,69.9264589
hsa-mir-320a_+_6,0,0,0,0,0,0,0
hsa-mir-320a_+_7,0,0,0,0,0,0,0
hsa-mir-320a_+_8,0,0,0,0,0,0,0
hsa-mir-320b-1,281.5769435,246.6518789,235.6852195,262.2891955,263.376879,476.885889,3107.842618
hsa-mir-320b-1_-_1,0,0,11.25130445,16.15549392,0,49.36047599,89.35047526
hsa-mir-320b-1_+_1,0,0,8.290434856,16.15549392,0,15.12659748,182.5857538
hsa-mir-320b-1_+_2,0,0,0,0,0,0,0
hsa-mir-320b-2,280.0791938,246.6518789,233.3165238,295.5505065,263.376879,488.0318029,3185.538683
hsa-mir-320b-2_-_1,0,0,11.25130445,16.15549392,0,49.36047599,89.35047526
hsa-mir-320b-2_+_1,0,0,7.698260937,16.15549392,0,15.12659748,205.8945734
hsa-mir-320b-2_+_2,0,0,0,0,0,0,0
hsa-mir-320c-1,20.96849579,52.32009553,29.01652199,49.41680494,44.96678422,90.75958488,369.0563109
hsa-mir-320c-1_-_1,0,0,0,0,0,0,0
hsa-mir-320c-1_+_1,0,0,0,20.90710978,0,0,0
hsa-mir-320c-2,26.95949459,63.53154457,34.93826118,47.5161586,44.96678422,121.8089165,349.6322945
hsa-mir-320c-2_-_1,0,0,0,0,0,0,0
hsa-mir-320c-2_+_1,0,0,0,10.45355489,0,0,0
hsa-mir-320d-1,22.46624549,74.74299361,32.5695655,59.87035983,0,85.98276462,303.0146552
hsa-mir-320d-1_+_1,0,0,0,0,0,0,46.61763927
hsa-mir-320d-2,0,0,29.60869591,40.86389639,32.11913159,53.34115953,244.7426062
hsa-mir-320d-2_+_1,0,0,0,0,0,0,0
hsa-mir-320d-2_+_2,0,0,0,0,0,0,0
hsa-mir-320e_-_1,0,0,0,26.60904881,0,0,198.1249669
hsa-mir-323a-3p,28.45724429,0,0,26.60904881,0,34.23387851,0
hsa-mir-323a-3p_-_1,0,0,18.35739147,0,0,31.04933167,0
hsa-mir-323a-3p_+_1,0,0,0,0,0,0,0
hsa-mir-323b-3p,38.94149219,0,11.25130445,19.00646344,0,22.29182786,0
hsa-mir-324-3p,107.8379784,100.9030414,51.51913089,16.15549392,51.39061054,37.41842534,376.8259174
hsa-mir-324-3p_-_1,0,0,0,0,0,0,0
hsa-mir-324-3p_-_2,65.90098678,59.79439489,27.83217416,20.90710978,73.87400265,54.13729624,0
hsa-mir-324-5p,41.93699159,82.21729297,53.88782656,93.13167085,67.45017634,0,93.23527854
hsa-mir-324-5p_+_1,0,0,0,0,0,0,0
hsa-mir-324-5p_+_2,0,0,0,0,0,0,0
hsa-mir-326,95.85598077,0,132.0547838,61.77100617,0,0,477.8308025
hsa-mir-326_-_8,0,0,0,0,0,0,0
hsa-mir-326_+_1,0,0,0,0,0,0,0
hsa-mir-326_+_2,0,0,0,0,0,0,0
hsa-mir-328,110.8334778,127.0630891,185.3504364,404.8376712,102.7812211,564.460927,1779.239899
hsa-mir-328_-_1,0,0,0,0,0,0,0
hsa-mir-328_+_1,0,0,0,0,0,0,42.732836
hsa-mir-328_+_3,0,0,0,0,0,20.69955445,0
hsa-mir-329-1,0,0,0,0,0,0,0
hsa-mir-329-1_+_1,0,0,0,0,0,0,0
hsa-mir-329-2,0,0,0,0,0,0,0
hsa-mir-329-2_+_1,0,0,0,0,0,0,0
hsa-mir-330-3p,17.97299639,0,6.513913101,14.25484758,35.33104475,0,0
hsa-mir-330-3p_+_1,44.93249099,0,18.94956538,51.31745128,35.33104475,16.7188709,0
hsa-mir-330-3p_+_2,17.97299639,0,0,27.55937199,41.75487107,0,0
hsa-mir-330-3p_+_3,0,0,0,0,0,0,0
hsa-mir-330-3p_+_5,0,0,0,0,0,0,0
hsa-mir-330-3p_+_6,0,0,0,0,0,0,0
hsa-mir-330-5p,137.7929724,127.0630891,105.9991314,26.60904881,205.5624422,0,862.4263265
hsa-mir-330-5p_-_4,0,0,0,0,0,0,0
hsa-mir-330-5p_+_2,0,0,0,0,0,0,0
hsa-mir-330-5p_+_3,0,0,0,0,0,0,0
hsa-mir-331-3p,133.2997233,239.1775795,148.0434796,116.8897501,176.6552237,99.51708868,1204.289014
hsa-mir-331-3p_+_1,22.46624549,0,11.25130445,21.85743295,0,12.73818735,182.5857538
hsa-mir-331-3p_+_3,0,0,0,0,0,0,0
hsa-mir-331-5p,0,41.10864648,20.72608714,0,0,0,0
hsa-mir-331-5p_-_1,0,0,0,0,0,27.86478483,0
hsa-mir-331-5p_-_2,0,0,0,0,0,0,0
hsa-mir-331-5p_-_5,0,0,0,0,0,0,0
hsa-mir-335-3p,1154.765018,725.007038,965.2434868,770.7120924,1355.427353,776.2332917,2202.683455
hsa-mir-335-3p_-_1,127.3087245,63.53154457,108.367827,96.93296354,147.7480053,159.2273419,384.595524
hsa-mir-335-3p_-_2,0,0,0,0,0,0,0
hsa-mir-335-3p_+_1,0,0,8.290434856,0,0,0,42.732836
hsa-mir-335-3p_+_2,0,0,6.513913101,14.25484758,0,0,0
hsa-mir-335-3p_+_4,0,0,0,0,0,0,0
hsa-mir-335-5p,617.0728762,1091.247707,772.1947894,378.2286224,446.4559291,423.5447294,202.0097702
hsa-mir-335-5p_+_1,0,0,0,0,0,0,0
hsa-mir-335-5p_+_2,0,0,0,0,0,0,0
hsa-mir-337-3p,0,0,12.43565228,0,0,0,54.38724581
hsa-mir-337-3p_-_1,0,0,0,0,0,0,0
hsa-mir-337-3p_+_1,0,0,0,12.35420123,0,0,58.27204909
hsa-mir-337-5p,0,0,0,0,0,0,0
hsa-mir-338-3p,590.1133816,710.0584393,802.3956592,4321.119463,812.6140292,2858.130787,578.8356876
hsa-mir-338-3p_-_1,0,0,0,35.16195736,0,0,0
hsa-mir-338-3p_+_1,0,0,0,16.15549392,0,0,0
hsa-mir-338-3p_+_2,0,0,0,0,0,0,0
hsa-mir-338-3p_+_5,0,0,0,0,0,0,0
hsa-mir-338-3p_+_6,0,0,0,0,0,0,0
hsa-mir-338-5p,32.95049339,56.05724521,53.88782656,115.939427,57.81443686,307.3087698,971.2008181
hsa-mir-338-5p_-_2,0,0,0,0,0,30.25319496,0
hsa-mir-338-5p_-_3,0,0,0,59.87035983,0,0,0
hsa-mir-339-3p,626.0593744,792.2757323,755.0217458,514.124836,639.1707186,373.3881167,1270.33067
hsa-mir-339-3p_+_1,0,0,0,0,0,0,0
hsa-mir-339-3p_+_2,29.95499399,0,45.00521779,27.55937199,0,23.08796457,0
hsa-mir-339-3p_+_6,0,0,0,0,0,0,0
hsa-mir-339-3p_+_7,0,0,0,0,0,0,0
hsa-mir-339-3p_+_8,0,0,0,0,0,0,0
hsa-mir-339-5p,92.86048137,85.95444265,101.8539139,28.50969516,80.29782897,68.46775701,303.0146552
hsa-mir-339-5p_+_1,0,0,0,0,0,0,0
hsa-mir-339-5p_+_2,0,0,0,0,0,0,0
hsa-mir-339-5p_+_3,0,0,0,0,0,0,0
hsa-mir-33a-3p,0,0,0,0,0,0,0
hsa-mir-33a-5p,600.5976295,545.6238533,290.1652199,57.01939032,459.3035817,0,233.0881963
hsa-mir-33a-5p_+_1,0,0,0,0,0,0,0
hsa-mir-33a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-33a-5p_+_3,0,0,14.21217404,0,0,0,0
hsa-mir-33a-5p_+_4,0,0,10.06695661,0,0,0,0
hsa-mir-33a-5p_+_5,0,0,0,0,0,0,0
hsa-mir-33b-3p,0,0,17.17304363,0,0,0,0
hsa-mir-33b-5p,356.4644285,377.4521177,228.5791324,85.52908547,240.8934869,70.06003043,508.9092287
hsa-mir-33b-5p_+_1,0,0,0,0,0,0,0
hsa-mir-340-3p,40.43924189,115.8516401,64.54695709,103.5852257,0,107.4784558,54.38724581
hsa-mir-340-3p_-_1,0,0,0,16.15549392,0,0,0
hsa-mir-340-3p_+_1,0,0,0,0,0,0,0
hsa-mir-340-3p_+_2,0,0,0,0,0,0,0
hsa-mir-340-5p,1989.011601,1599.500063,2078.530453,1749.54496,2196.948601,1119.368213,2299.803537
hsa-mir-340-5p_-_1,0,0,0,0,0,0,0
hsa-mir-340-5p_+_1,0,0,0,0,0,0,0
hsa-mir-340-5p_+_2,0,0,0,28.50969516,0,0,0
hsa-mir-340-5p_+_3,0,0,0,0,0,0,0
hsa-mir-342-3p,3852.212227,2346.929999,2027.011322,3025.828979,6279.290226,1567.593181,2734.901504
hsa-mir-342-3p_-_1,0,0,0,14.25484758,0,0,0
hsa-mir-342-3p_+_1,0,0,9.474782692,0,0,0,0
hsa-mir-342-3p_+_2,106.3402287,78.48014329,66.32347884,126.3929819,147.7480053,27.06864812,54.38724581
hsa-mir-342-3p_+_3,0,0,0,10.45355489,0,0,0
hsa-mir-342-3p_+_4,0,0,6.513913101,0,0,14.33046077,0
hsa-mir-342-3p_+_5,0,0,0,0,0,0,0
hsa-mir-342-3p_+_6,0,0,0,0,0,0,0
hsa-mir-342-3p_+_7,0,0,0,0,0,0,0
hsa-mir-342-5p,257.6129483,227.9661305,329.8408725,575.8958422,427.1844501,844.7010487,753.6518348
hsa-mir-342-5p_-_1,0,0,0,0,0,0,0
hsa-mir-342-5p_+_1,58.41223828,115.8516401,134.4234794,257.5375796,160.5956579,152.8582482,497.2548189
hsa-mir-342-5p_+_2,0,0,0,12.35420123,0,0,0
hsa-mir-342-5p_+_3,0,0,0,0,0,28.66092154,0
hsa-mir-342-5p_+_4,0,0,0,0,0,0,0
hsa-mir-342-5p_+_5,0,0,0,0,0,0,0
hsa-mir-342-5p_+_6,0,0,0,0,0,0,0
hsa-mir-342-5p_+_7,0,0,0,0,0,0,0
hsa-mir-345-3p_+_1,0,0,0,0,0,0,0
hsa-mir-345-5p,1586.116932,1087.510557,1308.112185,1084.318739,1365.063093,938.6451804,2929.141667
hsa-mir-345-5p_-_1,0,0,0,0,0,0,0
hsa-mir-345-5p_+_1,0,0,0,0,0,0,0
hsa-mir-345-5p_+_2,0,0,7.106087019,0,0,7.961367094,0
hsa-mir-345-5p_+_3,0,0,0,0,0,0,0
hsa-mir-345-5p_+_6,0,0,0,0,0,0,0
hsa-mir-345-5p_+_7,0,0,0,0,0,0,0
hsa-mir-345-5p_+_8,0,0,0,0,0,0,0
hsa-mir-346,0,0,0,0,0,15.92273419,0
hsa-mir-34a-3p,0,0,0,0,0,0,0
hsa-mir-34a-5p,322.0161854,269.074777,179.4286972,130.1942746,163.8075711,61.30252663,349.6322945
hsa-mir-34a-5p_-_1,0,0,0,0,0,0,50.50244254
hsa-mir-34a-5p_-_2,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_1,0,0,7.106087019,0,0,0,0
hsa-mir-34a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_3,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_4,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_5,0,0,0,0,0,0,0
hsa-mir-34a-5p_+_6,0,0,0,0,0,0,0
hsa-mir-34b-3p,0,0,0,0,0,0,0
hsa-mir-34b-3p_+_1,0,0,0,0,0,24.68023799,0
hsa-mir-34b-3p_+_2,0,0,0,0,0,0,0
hsa-mir-34b-5p,0,0,0,0,0,0,0
hsa-mir-34b-5p_+_1,0,0,0,24.70840247,0,0,0
hsa-mir-34c-3p,0,0,0,0,0,0,0
hsa-mir-34c-5p,77.88298438,59.79439489,96.52434868,46.56583542,93.14548161,78.81753424,62.15685236
hsa-mir-34c-5p_-_1,0,0,0,0,0,0,0
hsa-mir-34c-5p_+_3,0,0,0,0,0,0,0
hsa-mir-34c-5p_+_4,0,0,0,0,0,0,0
hsa-mir-3545-3p,47.92799039,0,12.43565228,0,0,0,104.8896884
hsa-mir-3545-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3545-3p_+_3,0,0,0,0,0,0,0
hsa-mir-3545-3p_+_5,0,0,0,0,0,0,0
hsa-mir-3545-3p_+_6,0,0,0,0,0,0,0
hsa-mir-3605-3p,20.96849579,0,40.26782644,293.6498601,35.33104475,460.1670181,93.23527854
hsa-mir-3605-3p_+_1,0,0,14.21217404,39.91357322,0,61.30252663,0
hsa-mir-3605-3p_+_2,0,0,0,14.25484758,0,166.3925723,0
hsa-mir-3605-5p,0,0,7.698260937,47.5161586,0,28.66092154,0
hsa-mir-3605-5p_-_1,0,0,6.513913101,0,0,63.69093676,42.732836
hsa-mir-3605-5p_-_2,16.47524669,0,13.0278262,44.66518908,0,42.99138231,0
hsa-mir-3605-5p_-_3,0,0,0,0,0,0,0
hsa-mir-3606_-_8,0,0,0,0,0,0,0
hsa-mir-3607-3p,0,0,31.97739159,19.95678661,0,0,0
hsa-mir-3607-3p_-_1,23.96399519,0,21.31826106,0,0,0,0
hsa-mir-3607-3p_-_2,32.95049339,112.1144904,100.0773922,0,61.02635002,0,97.12008181
hsa-mir-3607-3p_-_3,0,0,23.09478281,19.00646344,0,31.84546838,0
hsa-mir-3607-3p_-_4,0,0,9.474782692,0,0,0,0
hsa-mir-3607-3p_-_5,46.43024069,97.16589169,15.98869579,16.15549392,38.54295791,0,58.27204909
hsa-mir-3607-3p_-_6,25.46174489,0,23.68695673,0,0,0,0
hsa-mir-3607-3p_-_7,0,0,17.17304363,0,0,0,0
hsa-mir-3607-3p_-_8,0,0,14.80434796,12.35420123,54.6025237,0,0
hsa-mir-3607-3p_+_1,0,78.48014329,44.41304387,0,0,0,58.27204909
hsa-mir-3607-3p_+_2,34.44824309,82.21729297,37.30695685,18.05614027,48.17869738,0,93.23527854
hsa-mir-3607-3p_+_3,40.43924189,44.84579617,53.29565264,13.30452441,57.81443686,25.4763747,58.27204909
hsa-mir-3607-3p_+_4,61.40773768,115.8516401,113.6973923,28.50969516,80.29782897,64.48707347,124.3137047
hsa-mir-3607-3p_+_5,0,0,7.106087019,0,0,0,0
hsa-mir-3607-3p_+_6,0,0,0,0,0,0,0
hsa-mir-3607-5p,0,0,0,0,0,0,0
hsa-mir-3607-5p_-_1,20.96849579,74.74299361,7.106087019,0,0,0,0
hsa-mir-3609,44.93249099,336.3434712,40.86000036,109.2871648,208.7743553,86.77890133,0
hsa-mir-3609_-_1,43.43474129,97.16589169,27.83217416,76.97617693,128.4765264,47.76820257,0
hsa-mir-3609_+_1,0,0,0,0,0,0,0
hsa-mir-3609_+_2,0,0,0,0,0,0,0
hsa-mir-3609_+_5,0,0,0,0,0,0,0
hsa-mir-361-3p,1301.544489,1420.116879,1278.50349,1503.411258,1830.790501,1234.0119,2773.749536
hsa-mir-361-3p_-_1,0,0,0,32.31098785,0,0,0
hsa-mir-361-3p_-_2,0,0,10.65913053,0,0,19.10728103,0
hsa-mir-361-3p_+_1,89.86498197,149.4859872,94.74782692,149.200738,89.93356845,54.13729624,194.2401636
hsa-mir-361-3p_+_2,0,0,0,0,0,0,0
hsa-mir-361-3p_+_3,0,0,0,0,0,0,0
hsa-mir-361-3p_+_4,0,0,0,0,0,0,0
hsa-mir-361-3p_+_5,0,0,0,0,0,0,0
hsa-mir-361-3p_+_6,0,0,0,0,0,0,0
hsa-mir-361-5p,1166.747016,1158.516401,914.3165298,937.0186475,1059.931342,598.6948055,345.7474912
hsa-mir-361-5p_-_1,0,0,0,28.50969516,0,0,0
hsa-mir-361-5p_+_1,0,0,0,0,0,0,0
hsa-mir-361-5p_+_2,0,0,0,0,0,0,0
hsa-mir-361-5p_+_4,0,0,0,0,0,0,0
hsa-mir-3610_-_2,0,0,0,0,0,32.64160509,0
hsa-mir-3610_-_7,0,0,0,0,0,0,0
hsa-mir-3610_+_2,0,0,0,0,0,0,0
hsa-mir-3611,0,0,0,0,0,0,58.27204909
hsa-mir-3613-3p,0,0,8.290434856,0,44.96678422,0,0
hsa-mir-3613-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3613-3p_+_2,0,0,0,0,0,0,0
hsa-mir-3613-3p_+_3,0,0,0,0,0,0,0
hsa-mir-3613-5p,32.95049339,52.32009553,65.73130493,34.21163419,80.29782897,20.69955445,349.6322945
hsa-mir-3613-5p_+_5,0,0,0,11.40387806,0,0,0
hsa-mir-3614-3p,16.47524669,0,0,0,0,0,0
hsa-mir-3614-3p_-_1,0,0,0,0,0,0,0
hsa-mir-3614-3p_-_4,0,0,0,0,0,0,0
hsa-mir-3614-5p,0,0,11.84347837,21.85743295,0,56.52570637,73.81126217
hsa-mir-3614-5p_-_1,0,0,0,0,0,0,0
hsa-mir-3614-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3614-5p_+_2,0,0,0,0,0,0,0
hsa-mir-3614-5p_+_8,0,0,0,0,0,0,0
hsa-mir-3615,461.3069075,254.1261783,159.8869579,431.4467201,317.9794027,417.9717725,2004.558489
hsa-mir-3615_+_1,0,0,0,0,0,0,0
hsa-mir-3615_+_2,0,0,0,0,0,0,0
hsa-mir-3616-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3617,0,0,0,0,0,0,0
hsa-mir-3619-5p,0,0,0,0,0,0,0
hsa-mir-362-3p,49.42574008,52.32009553,44.41304387,13.30452441,38.54295791,0,46.61763927
hsa-mir-362-3p_+_1,0,0,0,0,0,0,0
hsa-mir-362-5p,68.89648618,41.10864648,75.79826154,50.36712811,80.29782897,0,104.8896884
hsa-mir-362-5p_+_4,0,0,0,0,0,0,0
hsa-mir-3622a-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3622a-5p,0,0,0,0,0,0,0
hsa-mir-3622b-3p_+_5,0,0,0,0,0,0,0
hsa-mir-363-3p,378.930674,384.9264171,338.7234812,290.7988906,536.3894975,374.1842534,372.9411141
hsa-mir-363-3p_-_1,0,0,0,0,0,0,0
hsa-mir-363-3p_+_1,53.91898918,0,37.30695685,44.66518908,0,0,50.50244254
hsa-mir-363-3p_+_4,0,0,0,0,0,0,0
hsa-mir-363-3p_+_5,0,0,0,0,0,0,0
hsa-mir-363-3p_+_7,0,0,0,0,0,0,0
hsa-mir-363-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3646,0,0,0,0,0,0,0
hsa-mir-3646_-_5,0,0,0,0,0,0,0
hsa-mir-3648,0,0,0,0,0,0,0
hsa-mir-3648_-_2,0,0,0,0,0,0,0
hsa-mir-3648_+_1,0,0,0,0,0,0,0
hsa-mir-3648_+_2,0,0,0,0,0,0,0
hsa-mir-3648_+_3,0,0,0,0,0,0,0
hsa-mir-3648_+_4,0,0,0,0,0,0,0
hsa-mir-3648_+_5,0,0,0,0,0,0,0
hsa-mir-3648_+_6,0,0,0,0,0,0,0
hsa-mir-3648_+_7,0,0,0,0,0,0,0
hsa-mir-3648_+_8,0,0,0,0,0,0,0
hsa-mir-3651,0,0,0,0,0,0,0
hsa-mir-3651_-_1,0,0,0,0,0,0,0
hsa-mir-3651_-_2,0,0,0,0,0,0,0
hsa-mir-3651_-_3,0,0,0,17.10581709,0,0,0
hsa-mir-3651_-_4,0,0,0,0,0,0,0
hsa-mir-3651_-_5,0,0,0,0,0,0,0
hsa-mir-3651_-_6,0,0,0,23.7580793,0,0,0
hsa-mir-3651_-_7,0,0,0,0,0,0,0
hsa-mir-3651_+_1,43.43474129,56.05724521,48.5582613,32.31098785,0,31.04933167,0
hsa-mir-3651_+_2,44.93249099,44.84579617,27.83217416,24.70840247,0,27.86478483,0
hsa-mir-3651_+_3,55.41673888,93.42874201,61.5860875,12.35420123,38.54295791,0,0
hsa-mir-3651_+_4,52.42123948,82.21729297,76.98260937,55.11874397,54.6025237,51.74888611,0
hsa-mir-3651_+_5,32.95049339,0,49.15043522,14.25484758,0,17.51500761,0
hsa-mir-3651_+_6,0,0,0,0,0,0,0
hsa-mir-3651_+_7,0,0,0,0,0,0,0
hsa-mir-3652,0,0,0,0,0,0,0
hsa-mir-3652_-_2,0,0,0,0,0,0,0
hsa-mir-3652_-_4,0,0,0,0,0,0,0
hsa-mir-3652_+_2,0,0,0,0,0,0,0
hsa-mir-3652_+_3,0,0,0,0,0,0,0
hsa-mir-3652_+_6,0,0,0,0,0,0,0
hsa-mir-3652_+_7,0,0,0,0,0,0,0
hsa-mir-3653,0,0,0,0,0,0,0
hsa-mir-3653_-_1,0,0,0,0,0,0,0
hsa-mir-3653_-_2,0,0,0,0,41.75487107,0,50.50244254
hsa-mir-3653_-_3,0,0,17.76521755,13.30452441,0,32.64160509,73.81126217
hsa-mir-3653_-_4,0,44.84579617,17.17304363,12.35420123,0,43.78751902,0
hsa-mir-3653_-_5,0,0,31.38521767,0,0,0,69.9264589
hsa-mir-3653_-_6,0,0,11.25130445,0,0,0,0
hsa-mir-3653_-_7,29.95499399,0,0,15.20517075,35.33104475,0,0
hsa-mir-3653_-_8,0,0,11.84347837,0,0,0,0
hsa-mir-3653_+_1,14.977497,0,10.65913053,0,38.54295791,0,93.23527854
hsa-mir-3653_+_2,0,0,0,0,0,0,0
hsa-mir-3653_+_3,0,44.84579617,0,0,0,24.68023799,69.9264589
hsa-mir-3653_+_4,0,0,0,0,0,0,0
hsa-mir-3653_+_5,0,0,0,0,0,0,0
hsa-mir-3653_+_8,0,0,0,0,0,0,0
hsa-mir-3656,0,0,0,0,0,0,0
hsa-mir-3657_-_1,0,0,0,0,0,0,0
hsa-mir-365a-3p,40.43924189,0,24.87130457,36.11228053,0,14.33046077,62.15685236
hsa-mir-365b-3p,40.43924189,0,24.87130457,36.11228053,0,14.33046077,62.15685236
hsa-mir-365b-5p,0,0,0,19.95678661,0,0,0
hsa-mir-365b-5p_-_1,0,0,0,0,0,0,0
hsa-mir-3661,0,0,0,0,0,0,0
